LocationID,AccountID,PolicyID,Region,State,PostalCode,Latitude,Longitude,HazardZoneID,Occupancy,ConstructionCode,YearBuilt,NumberOfStories,BuildingTIV_USD,ContentsTIV_USD,BusinessInterruptionTIV_USD,TotalTIV_USD
LOC000374,ACC0146,POL00112,South,LA,20118,32.29967,-98.1619,HZ-S-13,Industrial,CONCRETE,1972,16,1147975,508624,268691,1925290
LOC000375,ACC0098,POL00041,Central,OK,17329,40.78029,-99.43943,HZ-C-19,Industrial,STEEL,2005,14,3047957,219992,624145,3892094
LOC000376,ACC0163,POL00324,Central,IL,60133,40.87501,-90.96548,HZ-C-01,Residential,STEEL,2017,2,3748149,495461,783997,5027607
LOC000377,ACC0115,POL00305,South,LA,85399,31.27992,-96.93605,HZ-S-13,Residential,MASONRY,2005,10,727384,705415,526806,1959605
LOC000378,ACC0103,POL00135,West,CA,21151,39.61367,-117.29216,HZ-W-18,Hospitality,CONCRETE,1966,5,654441,724995,86554,1465990
LOC000379,ACC0064,POL00125,East,NJ,19390,38.57065,-75.07183,HZ-E-17,Industrial,CONCRETE,1991,19,2146237,849043,683932,3679212
LOC000380,ACC0168,POL00013,North,PA,49953,41.74154,-76.79262,HZ-N-20,Commercial,STEEL,2006,20,1834688,908229,383010,3125927
LOC000381,ACC0029,POL00028,North,NY,41856,43.4268,-78.44009,HZ-N-03,Commercial,STEEL,1951,11,3976431,509663,209385,4695479
LOC000382,ACC0055,POL00105,West,CA,81620,32.36397,-122.11891,HZ-W-18,Industrial,CONCRETE,1968,1,1379757,963847,494078,2837682
LOC000383,ACC0070,POL00028,East,NC,70943,35.36256,-77.01191,HZ-E-20,Residential,WOOD,1999,9,2309555,111188,267865,2688608
LOC000384,ACC0060,POL00195,West,WA,76655,36.67993,-116.04938,HZ-W-13,Residential,STEEL,2012,20,1610868,246264,20005,1877137
LOC000385,ACC0064,POL00272,East,NJ,49967,38.4855,-74.01272,HZ-E-02,Industrial,CONCRETE,2000,6,934143,1069940,480233,2484316
LOC000386,ACC0071,POL00032,North,PA,92023,41.51163,-70.04006,HZ-N-17,Industrial,CONCRETE,1953,18,1576030,765281,655602,2996913
LOC000387,ACC0134,POL00348,Central,IL,90274,40.91239,-98.68307,HZ-C-13,Commercial,CONCRETE,1980,19,736310,736777,411929,1885016
LOC000388,ACC0149,POL00278,North,MA,99659,42.71117,-77.93243,HZ-N-05,Commercial,MASONRY,1989,17,3915706,710560,470988,5097254
LOC000389,ACC0018,POL00286,Central,MO,79856,43.39727,-86.24332,HZ-C-11,Residential,MASONRY,1990,5,3912631,324406,688108,4925145
LOC000390,ACC0039,POL00097,West,OR,23994,36.85357,-117.28951,HZ-W-09,Commercial,MASONRY,1953,20,3791540,888305,431228,5111073
LOC000391,ACC0021,POL00245,East,NC,27575,35.85746,-74.18835,HZ-E-12,Hospitality,STEEL,1973,13,2478351,504256,625329,3607936
LOC000392,ACC0070,POL00212,East,NJ,39170,34.25784,-73.64823,HZ-E-01,Commercial,MASONRY,1958,6,786969,425295,237264,1449528
LOC000393,ACC0110,POL00208,Central,MO,15482,37.92406,-93.13683,HZ-C-08,Hospitality,STEEL,2000,20,3737002,1047484,721276,5505762
LOC000394,ACC0134,POL00056,Central,OK,69193,40.77254,-89.43831,HZ-C-02,Hospitality,WOOD,1981,17,2590602,1144407,550744,4285753
LOC000395,ACC0049,POL00150,East,NC,67613,38.12901,-74.58546,HZ-E-02,Hospitality,STEEL,1986,15,264633,1189583,406216,1860432
LOC000396,ACC0024,POL00257,South,TX,24833,29.65273,-97.15521,HZ-S-15,Commercial,MASONRY,2000,14,2671671,134392,723468,3529531
LOC000397,ACC0024,POL00129,South,FL,52477,33.06956,-82.0841,HZ-S-15,Commercial,WOOD,1961,4,850271,971437,618990,2440698
LOC000398,ACC0157,POL00082,West,WA,59634,43.31647,-117.45814,HZ-W-17,Hospitality,WOOD,1971,11,1622294,198900,549262,2370456
LOC000399,ACC0108,POL00158,East,NC,50569,40.95055,-77.74793,HZ-E-02,Hospitality,STEEL,1973,4,3718310,334760,169999,4223069
LOC000400,ACC0002,POL00312,Central,IL,74679,39.12778,-87.16883,HZ-C-18,Commercial,MASONRY,2025,16,114818,550812,12800,678430
LOC000401,ACC0054,POL00026,East,VA,34227,41.05734,-77.05321,HZ-E-18,Commercial,WOOD,1994,2,433048,33784,256600,723432
LOC000402,ACC0046,POL00083,North,NY,98092,44.60192,-79.50969,HZ-N-14,Industrial,MASONRY,2008,19,2897586,645877,347195,3890658
LOC000403,ACC0110,POL00282,East,NJ,18509,36.94856,-76.34742,HZ-E-03,Industrial,CONCRETE,1967,4,490599,647666,338503,1476768
LOC000404,ACC0015,POL00056,West,OR,84890,40.39434,-117.73753,HZ-W-20,Residential,CONCRETE,1986,14,1480800,1125309,433856,3039965
LOC000405,ACC0158,POL00289,East,VA,75063,41.96019,-76.52303,HZ-E-05,Hospitality,CONCRETE,1973,20,1189093,1121825,603080,2913998
LOC000406,ACC0054,POL00316,South,TX,64346,25.21588,-87.49079,HZ-S-04,Hospitality,WOOD,1992,12,911830,23315,123949,1059094
LOC000407,ACC0079,POL00154,East,NC,76412,35.6095,-77.02861,HZ-E-03,Industrial,WOOD,1964,11,990609,43692,671736,1706037
LOC000408,ACC0122,POL00019,South,LA,94626,26.74614,-83.32349,HZ-S-16,Commercial,CONCRETE,1969,15,2486229,81063,184160,2751452
LOC000409,ACC0134,POL00154,Central,OK,84048,42.0559,-93.7907,HZ-C-02,Industrial,WOOD,1976,19,3857796,722775,484935,5065506
LOC000410,ACC0161,POL00274,West,OR,31753,45.45183,-120.94763,HZ-W-13,Hospitality,MASONRY,1964,10,377717,333115,294083,1004915
LOC000411,ACC0096,POL00232,West,OR,49666,38.62191,-119.52651,HZ-W-08,Commercial,STEEL,1972,4,3077284,86329,284685,3448298
LOC000412,ACC0129,POL00079,East,NJ,34931,37.55019,-78.82546,HZ-E-16,Industrial,CONCRETE,2017,10,3362289,443831,97102,3903222
LOC000413,ACC0118,POL00199,West,CA,78464,42.82748,-122.80555,HZ-W-02,Residential,WOOD,1989,2,3327438,226048,541218,4094704
LOC000414,ACC0169,POL00160,West,WA,12946,39.47001,-123.58474,HZ-W-17,Industrial,MASONRY,1991,7,3756909,202611,349479,4308999
LOC000415,ACC0071,POL00059,South,TX,11999,31.04012,-94.54692,HZ-S-06,Residential,MASONRY,2019,12,2332526,689305,462543,3484374
LOC000416,ACC0087,POL00277,East,VA,68149,35.9586,-78.5013,HZ-E-20,Residential,MASONRY,1953,16,693732,614055,601969,1909756
LOC000417,ACC0152,POL00323,Central,IL,68436,35.77508,-94.12125,HZ-C-20,Industrial,STEEL,1992,7,544289,824466,56413,1425168
LOC000418,ACC0146,POL00068,West,WA,22178,47.57891,-117.19831,HZ-W-15,Hospitality,WOOD,2008,10,3494449,1138798,82361,4715608
LOC000419,ACC0067,POL00187,West,WA,61390,35.70711,-121.98585,HZ-W-20,Commercial,STEEL,1991,15,3314906,996007,493403,4804316
LOC000420,ACC0090,POL00310,East,NJ,85324,37.82922,-73.07964,HZ-E-10,Commercial,WOOD,2001,4,2093696,256741,368512,2718949
LOC000421,ACC0159,POL00125,South,LA,81820,29.14877,-88.18928,HZ-S-08,Commercial,CONCRETE,1999,3,397476,653587,558624,1609687
LOC000422,ACC0045,POL00340,South,LA,97766,30.1049,-93.15598,HZ-S-08,Residential,CONCRETE,1964,19,2578708,924183,456501,3959392
LOC000423,ACC0154,POL00056,East,VA,99850,35.40939,-72.30882,HZ-E-03,Hospitality,STEEL,2013,2,2428206,224795,466843,3119844
LOC000424,ACC0075,POL00200,North,NY,90684,40.73363,-78.50784,HZ-N-18,Hospitality,MASONRY,1976,11,3821444,20386,793853,4635683
LOC000425,ACC0150,POL00005,South,LA,90149,33.84322,-93.11471,HZ-S-03,Hospitality,MASONRY,1987,2,1377375,931688,752658,3061721
LOC000426,ACC0073,POL00016,East,NC,40833,38.48024,-72.14913,HZ-E-04,Hospitality,CONCRETE,1990,13,322832,21768,737520,1082120
LOC000427,ACC0099,POL00185,East,VA,64687,35.38728,-78.02652,HZ-E-18,Commercial,STEEL,1966,5,2386393,462952,694668,3544013
LOC000428,ACC0022,POL00071,North,PA,94180,44.42444,-73.42073,HZ-N-05,Hospitality,CONCRETE,2004,20,165883,321981,756379,1244243
LOC000429,ACC0155,POL00004,South,LA,85751,28.46243,-95.48518,HZ-S-14,Hospitality,MASONRY,2014,9,1878907,1177732,471907,3528546
LOC000430,ACC0029,POL00298,East,NC,73115,41.82587,-75.02295,HZ-E-12,Residential,MASONRY,2017,9,2517396,789591,35087,3342074
LOC000431,ACC0176,POL00325,East,NJ,80673,37.77961,-73.8082,HZ-E-03,Industrial,WOOD,1993,18,2295117,205485,257143,2757745
LOC000432,ACC0076,POL00149,West,OR,31955,41.18344,-121.01637,HZ-W-12,Residential,STEEL,2022,9,2004359,1095132,492025,3591516
LOC000433,ACC0007,POL00147,North,MA,73538,40.2581,-70.09635,HZ-N-20,Residential,MASONRY,2014,3,2524899,374584,600687,3500170
LOC000434,ACC0029,POL00310,Central,MO,32886,37.52875,-87.13212,HZ-C-01,Commercial,CONCRETE,1997,6,1157178,297953,645710,2100841
LOC000435,ACC0022,POL00075,South,LA,88059,32.19435,-82.75971,HZ-S-11,Commercial,CONCRETE,2002,13,1090677,1036947,189592,2317216
LOC000436,ACC0165,POL00136,South,TX,25203,30.19982,-83.16334,HZ-S-02,Residential,MASONRY,2009,13,3145060,370818,221099,3736977
LOC000437,ACC0068,POL00075,East,VA,79526,37.03841,-74.06075,HZ-E-16,Hospitality,WOOD,1986,15,3229582,1136777,245011,4611370
LOC000438,ACC0157,POL00334,East,VA,45728,41.3417,-74.53803,HZ-E-14,Industrial,STEEL,1984,4,2324044,106020,102093,2532157
LOC000439,ACC0050,POL00267,South,LA,54224,31.74182,-85.31373,HZ-S-19,Commercial,STEEL,2020,1,1740617,987014,708094,3435725
LOC000440,ACC0057,POL00146,West,CA,43016,40.40423,-117.8305,HZ-W-12,Commercial,WOOD,1953,20,150169,882451,102444,1135064
LOC000441,ACC0023,POL00310,North,PA,27027,43.19041,-72.91925,HZ-N-04,Hospitality,MASONRY,1964,6,2854003,474714,628500,3957217
LOC000442,ACC0178,POL00342,South,TX,52389,29.08099,-80.09505,HZ-S-14,Industrial,MASONRY,1959,9,2870244,178784,669809,3718837
LOC000443,ACC0113,POL00036,West,OR,74450,36.13182,-116.68479,HZ-W-06,Commercial,CONCRETE,1972,16,1729866,717627,62976,2510469
LOC000444,ACC0067,POL00053,North,PA,14569,43.06983,-78.9375,HZ-N-15,Residential,WOOD,2023,9,3324192,924404,228994,4477590
LOC000445,ACC0171,POL00200,West,CA,44922,42.44585,-123.99219,HZ-W-02,Commercial,STEEL,2000,19,3860245,1063755,156085,5080085
LOC000446,ACC0139,POL00116,North,PA,10433,42.18029,-71.55951,HZ-N-03,Hospitality,CONCRETE,1965,19,3333769,1049029,501365,4884163
LOC000447,ACC0094,POL00274,East,VA,54572,34.44156,-72.02089,HZ-E-03,Residential,CONCRETE,1987,7,1498547,655076,420075,2573698
LOC000448,ACC0125,POL00044,South,FL,92941,31.26294,-82.07079,HZ-S-12,Hospitality,MASONRY,1967,2,1711299,420562,313388,2445249
LOC000449,ACC0128,POL00274,South,LA,68891,28.49891,-84.14522,HZ-S-10,Residential,WOOD,1993,2,2586993,520139,512997,3620129
LOC000450,ACC0118,POL00348,South,LA,80328,26.9051,-86.923,HZ-S-17,Commercial,MASONRY,1959,2,279577,870411,123928,1273916
LOC000451,ACC0180,POL00333,West,OR,27109,46.51486,-118.43465,HZ-W-08,Residential,MASONRY,1956,10,2842368,59978,494109,3396455
LOC000452,ACC0128,POL00305,Central,IL,90691,35.57562,-87.73794,HZ-C-04,Commercial,WOOD,1975,14,2013376,377961,619752,3011089
LOC000453,ACC0036,POL00165,South,LA,37948,26.08722,-86.31823,HZ-S-18,Residential,MASONRY,1992,3,2945406,863073,339984,4148463
LOC000454,ACC0063,POL00298,North,NY,15334,43.48148,-74.46592,HZ-N-15,Commercial,WOOD,1998,6,3277395,890641,176214,4344250
LOC000455,ACC0073,POL00214,North,MA,72391,40.89706,-79.10859,HZ-N-19,Commercial,MASONRY,1968,9,438575,33316,7574,479465
LOC000456,ACC0157,POL00046,East,VA,92207,39.53339,-74.8261,HZ-E-16,Industrial,STEEL,2003,1,1103502,386055,640195,2129752
LOC000457,ACC0130,POL00113,East,NJ,70845,38.95137,-72.96088,HZ-E-18,Commercial,STEEL,1956,7,592863,1131907,100331,1825101
LOC000458,ACC0014,POL00331,North,NY,57735,40.88162,-73.29857,HZ-N-02,Industrial,MASONRY,2005,9,2974120,1014915,521682,4510717
LOC000459,ACC0008,POL00249,South,TX,77489,25.47211,-89.25279,HZ-S-06,Residential,WOOD,1980,15,281686,238986,776383,1297055
LOC000460,ACC0084,POL00117,East,VA,22853,39.41482,-76.72021,HZ-E-04,Commercial,CONCRETE,1975,13,1857691,436811,783377,3077879
LOC000461,ACC0117,POL00092,Central,IL,60768,43.0144,-97.82588,HZ-C-20,Industrial,MASONRY,2008,7,2075476,1035876,56978,3168330
LOC000462,ACC0035,POL00057,East,VA,71018,34.25676,-75.01934,HZ-E-09,Hospitality,CONCRETE,1971,11,948133,724415,133391,1805939
LOC000463,ACC0142,POL00118,South,TX,21334,33.57484,-81.88844,HZ-S-19,Hospitality,CONCRETE,1977,19,2631832,348808,668990,3649630
LOC000464,ACC0084,POL00223,East,VA,85951,37.42488,-72.89181,HZ-E-08,Commercial,MASONRY,2023,1,1270927,50416,765479,2086822
LOC000465,ACC0101,POL00246,East,NJ,22844,40.14885,-78.76466,HZ-E-17,Hospitality,CONCRETE,1980,3,268018,1007030,769105,2044153
LOC000466,ACC0005,POL00246,East,NJ,97691,35.0617,-76.92947,HZ-E-03,Industrial,MASONRY,2008,19,3007323,872739,228596,4108658
LOC000467,ACC0161,POL00238,West,CA,93021,45.98718,-120.35176,HZ-W-12,Residential,WOOD,1999,11,2007740,992576,145357,3145673
LOC000468,ACC0176,POL00042,East,VA,91324,41.56876,-75.20295,HZ-E-07,Industrial,WOOD,2015,12,1886363,585789,731963,3204115
LOC000469,ACC0166,POL00287,Central,IL,18782,40.5722,-94.51643,HZ-C-06,Commercial,MASONRY,1992,8,1706229,786699,487957,2980885
LOC000470,ACC0069,POL00258,East,NC,99158,39.96013,-77.42194,HZ-E-12,Hospitality,STEEL,1956,3,2106947,459969,789759,3356675
LOC000471,ACC0174,POL00273,East,VA,48307,40.63648,-75.70885,HZ-E-18,Hospitality,STEEL,1958,7,2139383,1071617,552266,3763266
LOC000472,ACC0028,POL00085,Central,MO,46168,43.08151,-95.67441,HZ-C-03,Residential,MASONRY,2013,5,466199,188129,409660,1063988
LOC000473,ACC0122,POL00178,Central,OK,65067,38.74883,-89.76395,HZ-C-05,Hospitality,WOOD,1987,7,2730987,67584,307410,3105981
LOC000474,ACC0125,POL00304,North,NY,97274,41.67939,-74.21295,HZ-N-11,Hospitality,CONCRETE,1988,19,3602023,1109723,675987,5387733
LOC000475,ACC0038,POL00181,North,MA,47274,42.42122,-70.29276,HZ-N-02,Hospitality,MASONRY,1970,18,820317,565275,237798,1623390
LOC000476,ACC0148,POL00065,South,FL,67788,27.14115,-99.17697,HZ-S-11,Industrial,STEEL,1973,7,3620412,341880,169087,4131379
LOC000477,ACC0137,POL00155,East,NJ,25923,35.18355,-75.861,HZ-E-06,Residential,CONCRETE,2013,5,2891532,684679,360549,3936760
LOC000478,ACC0122,POL00149,Central,MO,85199,39.91531,-92.38886,HZ-C-10,Commercial,CONCRETE,1993,4,754534,29005,774368,1557907
LOC000479,ACC0115,POL00183,West,CA,22121,36.92932,-120.38533,HZ-W-08,Industrial,WOOD,1974,19,684783,1175446,122553,1982782
LOC000480,ACC0132,POL00202,East,VA,35486,38.3073,-75.88179,HZ-E-03,Hospitality,STEEL,2015,2,920891,67287,87649,1075827
LOC000481,ACC0004,POL00146,Central,MO,55209,42.68424,-94.45555,HZ-C-12,Industrial,STEEL,2007,18,1767479,330265,750742,2848486
LOC000482,ACC0042,POL00218,North,PA,64289,44.96299,-71.96314,HZ-N-10,Commercial,WOOD,1968,7,3823723,951597,777548,5552868
LOC000483,ACC0164,POL00140,South,LA,64331,31.80503,-98.23103,HZ-S-14,Commercial,CONCRETE,2022,5,1506839,158654,619371,2284864
LOC000484,ACC0078,POL00253,South,TX,83306,25.3801,-83.47503,HZ-S-19,Hospitality,MASONRY,1953,1,1314096,1181543,514416,3010055
LOC000485,ACC0046,POL00252,North,MA,94513,43.26906,-71.07313,HZ-N-14,Commercial,WOOD,1965,9,2786683,1010990,130208,3927881
LOC000486,ACC0161,POL00244,East,NJ,25674,37.84389,-75.94752,HZ-E-09,Industrial,WOOD,1983,6,2611932,778664,609291,3999887
LOC000487,ACC0093,POL00215,East,NJ,93394,35.08398,-77.85684,HZ-E-09,Industrial,WOOD,1987,10,1440839,986879,726959,3154677
LOC000488,ACC0140,POL00166,East,NJ,51446,35.46598,-78.33844,HZ-E-06,Industrial,STEEL,1996,4,2255312,426459,658537,3340308
LOC000489,ACC0106,POL00175,East,VA,31368,35.0956,-77.03008,HZ-E-16,Residential,MASONRY,1969,17,3553232,321397,13524,3888153
LOC000490,ACC0142,POL00059,South,FL,64702,31.20688,-80.9501,HZ-S-18,Hospitality,WOOD,1964,5,3434919,1191584,643226,5269729
LOC000491,ACC0134,POL00176,Central,MO,32571,38.26312,-87.74442,HZ-C-20,Industrial,WOOD,1965,8,1560498,673416,724619,2958533
LOC000492,ACC0109,POL00058,North,PA,20188,40.62672,-78.69782,HZ-N-03,Residential,CONCRETE,2005,2,697098,495161,322361,1514620
LOC000493,ACC0012,POL00034,South,FL,49537,25.53339,-97.62156,HZ-S-09,Residential,WOOD,1965,20,3426314,1096843,621990,5145147
LOC000494,ACC0149,POL00179,South,FL,56163,25.81701,-83.08277,HZ-S-09,Commercial,MASONRY,2014,19,875031,757219,30680,1662930
LOC000495,ACC0044,POL00276,North,PA,10567,41.08499,-78.08452,HZ-N-10,Residential,MASONRY,2014,16,3301277,49327,554527,3905131
LOC000496,ACC0098,POL00218,East,NC,38085,41.66198,-77.73406,HZ-E-12,Commercial,CONCRETE,1964,11,876473,942046,706242,2524761
LOC000497,ACC0011,POL00043,North,NY,53006,43.81137,-72.95269,HZ-N-18,Hospitality,WOOD,1999,10,2279895,305028,519900,3104823
LOC000498,ACC0049,POL00036,East,NC,72347,38.43133,-76.96587,HZ-E-14,Industrial,MASONRY,1951,16,1408651,951042,236845,2596538
LOC000499,ACC0103,POL00303,West,OR,23332,42.8243,-122.92704,HZ-W-13,Commercial,WOOD,1996,7,1937349,1116102,690537,3743988
LOC000500,ACC0072,POL00298,South,LA,87810,27.09583,-91.50592,HZ-S-16,Industrial,CONCRETE,1995,16,3640116,867855,128725,4636696
LOC000501,ACC0065,POL00251,West,OR,75178,34.35799,-119.90829,HZ-W-04,Commercial,MASONRY,1953,4,2132278,1092513,292438,3517229
LOC000502,ACC0078,POL00319,West,CA,91688,38.12213,-117.88716,HZ-W-05,Residential,WOOD,2016,16,2189329,76096,187795,2453220
LOC000503,ACC0140,POL00010,West,CA,14141,40.07672,-119.11806,HZ-W-18,Hospitality,WOOD,1999,15,1331292,1064169,514064,2909525
LOC000504,ACC0043,POL00252,South,TX,66450,25.29574,-88.86667,HZ-S-10,Commercial,STEEL,1999,16,1956215,983969,37728,2977912
LOC000505,ACC0122,POL00288,West,WA,30487,40.86054,-119.14547,HZ-W-16,Residential,CONCRETE,1983,16,2931258,1048765,692142,4672165
LOC000506,ACC0033,POL00188,East,VA,55727,36.56386,-78.80297,HZ-E-02,Residential,STEEL,1998,4,2687632,759799,298254,3745685
LOC000507,ACC0152,POL00044,East,VA,18585,39.28992,-77.2667,HZ-E-10,Industrial,WOOD,1993,6,1827757,756665,59191,2643613
LOC000508,ACC0069,POL00011,North,MA,71564,44.31684,-74.31951,HZ-N-14,Residential,STEEL,1998,19,256773,986597,689719,1933089
LOC000509,ACC0129,POL00342,East,NC,54504,39.52691,-77.55864,HZ-E-16,Commercial,STEEL,1996,14,509891,1044162,104917,1658970
LOC000510,ACC0147,POL00206,South,LA,39607,26.92672,-94.6969,HZ-S-10,Residential,WOOD,2025,11,3653976,177959,561862,4393797
LOC000511,ACC0167,POL00155,South,LA,76144,28.84395,-93.05367,HZ-S-03,Industrial,CONCRETE,2019,11,3460416,1133721,498355,5092492
LOC000512,ACC0161,POL00265,South,TX,34450,31.04404,-89.04875,HZ-S-01,Hospitality,MASONRY,2009,9,1153880,1100807,475244,2729931
LOC000513,ACC0094,POL00237,Central,OK,29365,41.53954,-99.10178,HZ-C-07,Commercial,MASONRY,1988,14,3492912,929586,593616,5016114
LOC000514,ACC0066,POL00308,East,NJ,40950,36.13548,-76.99069,HZ-E-06,Hospitality,MASONRY,1964,5,2758884,446892,432472,3638248
LOC000515,ACC0166,POL00019,South,FL,36475,29.36844,-80.17414,HZ-S-14,Commercial,STEEL,1967,1,3443048,671250,486706,4601004
LOC000516,ACC0006,POL00029,South,TX,21000,30.79864,-99.15535,HZ-S-16,Industrial,STEEL,1958,14,2862665,1174914,184533,4222112
LOC000517,ACC0061,POL00058,Central,OK,84838,43.48846,-89.13648,HZ-C-05,Residential,STEEL,2013,3,2857463,209386,416174,3483023
LOC000518,ACC0109,POL00112,South,FL,28910,32.49101,-85.25527,HZ-S-08,Residential,MASONRY,1977,9,3342997,677269,345281,4365547
LOC000519,ACC0082,POL00280,East,VA,65545,38.26776,-74.10268,HZ-E-04,Hospitality,MASONRY,1985,5,3719264,137284,514178,4370726
LOC000520,ACC0170,POL00028,East,NC,98027,39.16318,-72.66339,HZ-E-02,Commercial,STEEL,2020,13,1642410,666282,22097,2330789
LOC000521,ACC0003,POL00202,South,LA,43493,32.80258,-82.84706,HZ-S-13,Industrial,WOOD,1980,10,1621924,275965,560894,2458783
LOC000522,ACC0009,POL00141,South,FL,20498,27.85466,-83.75504,HZ-S-14,Hospitality,CONCRETE,2002,11,3941524,940326,662021,5543871
LOC000523,ACC0155,POL00281,West,CA,52830,36.17552,-123.40269,HZ-W-14,Hospitality,WOOD,1956,6,3557787,356264,732411,4646462
LOC000524,ACC0022,POL00057,East,NC,30686,35.6006,-76.86117,HZ-E-19,Commercial,MASONRY,2002,11,670812,26450,420124,1117386
LOC000525,ACC0051,POL00044,East,NC,64328,39.49973,-73.21262,HZ-E-10,Industrial,MASONRY,2000,13,659980,566685,181905,1408570
LOC000526,ACC0023,POL00237,Central,OK,35987,43.30801,-90.2934,HZ-C-08,Industrial,MASONRY,1956,13,1041567,63483,24085,1129135
LOC000527,ACC0031,POL00008,East,NC,78922,41.66426,-77.80914,HZ-E-19,Hospitality,CONCRETE,2013,4,1191180,333002,93387,1617569
LOC000528,ACC0053,POL00308,South,FL,38254,31.71799,-92.35853,HZ-S-14,Industrial,MASONRY,2003,6,899200,578267,301950,1779417
LOC000529,ACC0095,POL00299,East,NJ,99688,35.88389,-75.84316,HZ-E-08,Hospitality,WOOD,1951,16,220683,628578,274516,1123777
LOC000530,ACC0153,POL00132,North,MA,19575,41.06109,-76.16505,HZ-N-14,Residential,WOOD,1956,11,3006751,853732,720216,4580699
LOC000531,ACC0012,POL00003,Central,MO,43247,43.4539,-85.49185,HZ-C-20,Hospitality,STEEL,2000,12,3909378,763024,635829,5308231
LOC000532,ACC0120,POL00068,North,PA,21750,40.84933,-75.0716,HZ-N-11,Industrial,CONCRETE,1968,9,272490,396170,272935,941595
LOC000533,ACC0068,POL00314,North,NY,44571,43.73912,-70.73763,HZ-N-10,Industrial,CONCRETE,1971,11,636331,1066920,294650,1997901
LOC000534,ACC0014,POL00097,West,OR,29480,45.64854,-118.08322,HZ-W-15,Residential,MASONRY,1973,2,3303086,337225,582667,4222978
LOC000535,ACC0011,POL00227,East,NJ,56729,34.92819,-72.73377,HZ-E-16,Hospitality,CONCRETE,2013,4,3061022,999648,457629,4518299
LOC000536,ACC0131,POL00140,Central,IL,83825,36.8336,-95.73825,HZ-C-06,Commercial,WOOD,2017,19,618643,753173,98123,1469939
LOC000537,ACC0175,POL00349,South,FL,25989,25.84875,-93.42684,HZ-S-10,Hospitality,STEEL,2025,4,1132459,1064614,709790,2906863
LOC000538,ACC0161,POL00138,Central,IL,87883,42.47629,-90.10691,HZ-C-15,Residential,STEEL,1955,20,221108,190001,482589,893698
LOC000539,ACC0083,POL00029,Central,MO,19269,42.76951,-87.97663,HZ-C-10,Hospitality,WOOD,2001,9,3168323,291204,221634,3681161
LOC000540,ACC0166,POL00335,South,TX,30202,26.46647,-84.41015,HZ-S-10,Residential,STEEL,2012,14,474082,63016,218337,755435
LOC000541,ACC0052,POL00251,West,OR,68385,42.64832,-116.51152,HZ-W-17,Hospitality,CONCRETE,1984,19,3890536,295328,376485,4562349
LOC000542,ACC0024,POL00021,East,NJ,77284,38.91094,-75.96126,HZ-E-14,Industrial,CONCRETE,1978,5,3272951,906122,386123,4565196
LOC000543,ACC0077,POL00077,Central,OK,26749,37.61633,-93.43967,HZ-C-16,Industrial,MASONRY,2016,14,2740564,1120329,88049,3948942
LOC000544,ACC0025,POL00238,South,FL,96619,29.62073,-89.78697,HZ-S-14,Industrial,STEEL,1982,19,2411037,180500,47285,2638822
LOC000545,ACC0101,POL00024,North,PA,20917,43.30789,-78.20448,HZ-N-06,Hospitality,STEEL,1990,19,168235,258940,776487,1203662
LOC000546,ACC0055,POL00095,West,WA,20252,47.46751,-116.1579,HZ-W-06,Industrial,WOOD,2005,18,1987218,575901,357915,2921034
LOC000547,ACC0169,POL00309,North,MA,73795,43.279,-75.39837,HZ-N-13,Industrial,STEEL,2000,10,589384,47901,180077,817362
LOC000548,ACC0007,POL00108,North,NY,73060,44.07984,-73.03968,HZ-N-07,Commercial,MASONRY,2005,18,158199,420140,117348,695687
LOC000549,ACC0040,POL00228,South,TX,73576,29.2659,-99.56366,HZ-S-06,Hospitality,WOOD,2007,19,3328444,991873,155362,4475679
LOC000550,ACC0107,POL00254,South,TX,85846,28.00465,-97.94673,HZ-S-14,Industrial,WOOD,2012,13,2488364,841524,53395,3383283
LOC000551,ACC0148,POL00162,East,NC,82516,39.71432,-75.30184,HZ-E-14,Residential,STEEL,2003,16,3139252,1043203,243170,4425625
LOC000552,ACC0050,POL00241,North,PA,55068,43.48757,-79.79193,HZ-N-10,Hospitality,MASONRY,2014,8,2810274,747217,470103,4027594
LOC000553,ACC0107,POL00345,East,NC,95524,41.06539,-73.93903,HZ-E-13,Industrial,CONCRETE,1970,20,1522510,1002447,137529,2662486
LOC000554,ACC0156,POL00252,South,LA,23225,29.34601,-96.53418,HZ-S-06,Hospitality,CONCRETE,1988,8,3242600,200757,699459,4142816
LOC000555,ACC0009,POL00033,South,FL,54267,28.21339,-96.82789,HZ-S-17,Hospitality,WOOD,1979,4,176045,772430,273477,1221952
LOC000556,ACC0069,POL00078,East,VA,77552,40.15499,-73.60934,HZ-E-18,Residential,WOOD,2006,15,1181384,733711,372497,2287592
LOC000557,ACC0053,POL00186,Central,IL,30582,35.37772,-98.41883,HZ-C-04,Industrial,CONCRETE,2014,16,544142,233632,589795,1367569
LOC000558,ACC0113,POL00213,West,CA,10863,45.10657,-122.89315,HZ-W-07,Commercial,CONCRETE,1993,10,747163,782811,350861,1880835
LOC000559,ACC0039,POL00272,East,NJ,65275,40.03876,-76.4755,HZ-E-08,Commercial,MASONRY,2004,14,1215750,801055,749941,2766746
LOC000560,ACC0003,POL00265,Central,MO,19120,38.25597,-99.55356,HZ-C-05,Residential,STEEL,1990,13,3675184,1102456,715337,5492977
